sec,luminance,rms_contrast,motion,edges,cuts,saturation
433,0.21769,0.19939,0.01049,0.32875,0.00000,0.22518
434,0.21568,0.19788,0.00784,0.32557,0.00000,0.22709
435,0.21531,0.19785,0.00823,0.32226,0.00000,0.22711
436,0.20875,0.19761,0.01673,0.31907,0.00000,0.22693
437,0.19446,0.19317,0.01956,0.31047,0.00000,0.24576
438,0.19463,0.19383,0.01104,0.30889,0.00000,0.24779
439,0.19638,0.19676,0.01563,0.31544,0.00000,0.24235
440,0.19906,0.19921,0.01770,0.31947,0.00000,0.23663
441,0.20220,0.20210,0.02183,0.31918,0.00000,0.23173
442,0.20421,0.20409,0.01719,0.31811,0.00000,0.22937
443,0.20610,0.20513,0.01101,0.31449,0.00000,0.22865
444,0.20733,0.20560,0.00468,0.31371,0.00000,0.22925
445,0.20685,0.20524,0.00205,0.31448,0.00000,0.23348
446,0.20675,0.20517,0.00110,0.31413,0.00000,0.23496
447,0.20701,0.20531,0.00127,0.31478,0.00000,0.23471
448,0.20710,0.20536,0.00116,0.31554,0.00000,0.23424
449,0.20721,0.20546,0.00102,0.31511,0.00000,0.23397
450,0.20767,0.20565,0.00416,0.31568,0.00000,0.23415
451,0.21382,0.19627,0.03455,0.27705,0.00000,0.25452
452,0.23645,0.21064,0.04676,0.23133,0.00000,0.26244
453,0.24293,0.22596,0.00963,0.24798,0.00000,0.24239
454,0.14004,0.13141,0.04052,0.13962,0.00000,0.23547
455,0.04425,0.04689,0.01297,0.03231,0.00000,0.22743
456,0.05745,0.06236,0.01795,0.04580,0.00000,0.29655
457,0.04187,0.03741,0.00882,0.03870,0.00000,0.28078
458,0.04077,0.03924,0.01378,0.05030,0.00000,0.27086
459,0.04428,0.04222,0.01338,0.06309,0.00000,0.22616
460,0.04574,0.04734,0.01439,0.06430,0.00000,0.23998
461,0.01298,0.01681,0.00614,0.01539,0.00000,0.22737
462,0.01320,0.01707,0.00043,0.01548,0.00000,0.22775
463,0.01835,0.02221,0.00577,0.02298,0.00000,0.23046
464,0.04467,0.04786,0.00470,0.06280,0.00000,0.25550
465,0.04544,0.04865,0.00400,0.06328,0.00000,0.25694
466,0.04279,0.04524,0.00696,0.06009,0.00000,0.26007
467,0.03718,0.03742,0.01045,0.04344,0.00000,0.29962
468,0.03404,0.03595,0.01334,0.03164,0.00000,0.24102
469,0.04951,0.08480,0.01487,0.08169,0.00000,0.32123
470,0.04120,0.06506,0.01303,0.06287,0.00000,0.30822
471,0.05160,0.09698,0.01182,0.06765,0.00000,0.31801
472,0.06290,0.11031,0.01890,0.09374,0.00000,0.30754
473,0.08407,0.12721,0.04298,0.16101,0.00000,0.30204
474,0.07341,0.11828,0.05339,0.17350,0.00000,0.31593
475,0.05741,0.10407,0.03091,0.13292,0.00000,0.30955
476,0.02865,0.04941,0.01289,0.07734,0.00000,0.30740
477,0.02833,0.04566,0.01023,0.07921,0.00000,0.29067
478,0.05674,0.10324,0.02494,0.13035,0.00000,0.28895
479,0.07183,0.12847,0.02194,0.15132,0.00000,0.28037
480,0.05798,0.11509,0.03049,0.10294,0.00000,0.27039
481,0.04998,0.10409,0.03556,0.07187,0.00000,0.28674
482,0.04749,0.10119,0.02879,0.07210,0.00000,0.29166
483,0.05232,0.10962,0.02762,0.08940,0.00000,0.26470
484,0.05664,0.10193,0.02743,0.09385,0.00000,0.27811
485,0.05452,0.09758,0.02933,0.11629,0.00000,0.28823
486,0.04616,0.08437,0.02190,0.09938,0.00000,0.23275
487,0.04960,0.08975,0.02520,0.10973,0.00000,0.21568
488,0.04797,0.09087,0.03201,0.10599,0.00000,0.19338
489,0.03959,0.06673,0.01448,0.06904,0.00000,0.21589
490,0.02856,0.05134,0.01146,0.05251,0.00000,0.16516
491,0.03617,0.05063,0.01425,0.06600,0.00000,0.20490
492,0.04828,0.07743,0.01989,0.09557,0.00000,0.23477
493,0.04218,0.04679,0.01680,0.05330,0.00000,0.29403
494,0.04134,0.02345,0.00179,0.02506,0.00000,0.35855
495,0.04123,0.02342,0.00134,0.02475,0.00000,0.35496
496,0.04089,0.02311,0.00080,0.02419,0.00000,0.34923
497,0.04742,0.03330,0.00533,0.03809,0.00000,0.30608
498,0.10223,0.09697,0.01542,0.13256,0.00000,0.22495
499,0.18199,0.20591,0.02186,0.13407,0.00000,0.20474
500,0.19596,0.22674,0.00145,0.13301,0.00000,0.19795
501,0.19774,0.22882,0.00302,0.13777,0.00000,0.19792
502,0.09332,0.12383,0.02806,0.12268,0.00000,0.26439
503,0.07454,0.10770,0.00147,0.12126,0.00000,0.27702
504,0.07480,0.10686,0.00101,0.12238,0.00000,0.27744
505,0.06496,0.08407,0.01463,0.09223,0.00000,0.30738
506,0.06180,0.07547,0.01087,0.09142,0.00000,0.32133
507,0.06168,0.07497,0.00557,0.08538,0.00000,0.32855
508,0.06676,0.08299,0.00914,0.09974,0.00000,0.32231
509,0.06710,0.08079,0.00450,0.09853,0.00000,0.31443
510,0.06745,0.08185,0.00258,0.09953,0.00000,0.31392
511,0.06766,0.08221,0.00211,0.09990,0.00000,0.31343
512,0.06779,0.08322,0.00188,0.09951,0.00000,0.31434
513,0.06794,0.08432,0.00170,0.10058,0.00000,0.31546
514,0.06821,0.08449,0.00281,0.10265,0.00000,0.31325
515,0.06796,0.08309,0.00163,0.10212,0.00000,0.31357
516,0.06460,0.07740,0.00855,0.09325,0.00000,0.28136
517,0.05621,0.06495,0.00147,0.07322,0.00000,0.20469
518,0.05633,0.06513,0.00134,0.07331,0.00000,0.20486
519,0.05634,0.06520,0.00112,0.07321,0.00000,0.20539
520,0.05656,0.06544,0.00200,0.07380,0.00000,0.20525
521,0.06707,0.08210,0.01137,0.08459,0.00000,0.28013
522,0.07728,0.09860,0.00256,0.09517,0.00000,0.35577
523,0.07701,0.09811,0.00351,0.09539,0.00000,0.35725
524,0.07353,0.09283,0.01013,0.09125,0.00000,0.33535
525,0.05453,0.06165,0.00716,0.07177,0.00000,0.20392
526,0.05266,0.05953,0.01407,0.07489,0.00000,0.21094
527,0.06198,0.08065,0.02124,0.09591,0.00000,0.23448
528,0.06898,0.08237,0.01484,0.10028,0.00000,0.25297
529,0.08007,0.07912,0.02793,0.09230,0.00000,0.33672
530,0.10930,0.12383,0.05659,0.14720,0.00000,0.35239
531,0.11752,0.13387,0.01843,0.15953,0.00000,0.35456
532,0.10530,0.12204,0.02462,0.14995,0.00000,0.33143
533,0.07683,0.09475,0.00175,0.13132,0.00000,0.26449
534,0.07740,0.09555,0.00210,0.13121,0.00000,0.26419
535,0.08321,0.10072,0.01970,0.13494,0.00000,0.28002
536,0.11738,0.13397,0.01856,0.16188,0.00000,0.35380
537,0.11162,0.12951,0.01403,0.15697,0.00000,0.35369
538,0.09524,0.11286,0.01649,0.14296,0.00000,0.36273
539,0.08997,0.10897,0.01193,0.12166,0.00000,0.36855
540,0.09266,0.11154,0.01579,0.12403,0.00000,0.35955
541,0.08311,0.08930,0.02461,0.09296,0.00000,0.37815
542,0.06563,0.06136,0.01137,0.04757,0.00000,0.43691
543,0.07094,0.09409,0.01383,0.09014,0.00000,0.31990
544,0.07545,0.10983,0.00162,0.11376,0.00000,0.26872
545,0.07607,0.11083,0.00329,0.11753,0.00000,0.26814
546,0.07757,0.11647,0.00953,0.12352,0.00000,0.26036
547,0.06834,0.09324,0.01414,0.10138,0.00000,0.25789
548,0.05348,0.06467,0.01008,0.06799,0.00000,0.26370
549,0.04441,0.05985,0.00892,0.05319,0.00000,0.32382
550,0.04149,0.05970,0.00558,0.04709,0.00000,0.37588
551,0.04097,0.06012,0.00269,0.04629,0.00000,0.39416
552,0.04085,0.06022,0.00051,0.04608,0.00000,0.39778
553,0.04425,0.07473,0.02559,0.04972,0.00000,0.22706
554,0.10591,0.15273,0.02422,0.07915,0.00000,0.25258
555,0.08584,0.12927,0.03387,0.07116,0.00000,0.29081
556,0.03412,0.04669,0.01375,0.05986,0.00000,0.32941
557,0.04255,0.05964,0.01813,0.07580,0.00000,0.32990
558,0.07819,0.11584,0.03399,0.10374,0.00000,0.28416
559,0.10280,0.15518,0.03738,0.12459,0.00000,0.27363
560,0.07843,0.13085,0.03624,0.09568,0.00000,0.22719
561,0.04178,0.05037,0.02773,0.06484,0.00000,0.31135
562,0.03538,0.04349,0.01378,0.05840,0.00000,0.31414
563,0.01538,0.02285,0.00928,0.02240,0.00000,0.15517
564,0.00694,0.00732,0.00149,0.00946,0.00000,0.04781
565,0.02162,0.03407,0.00475,0.04412,0.00000,0.26865
566,0.04119,0.06433,0.00933,0.08624,0.00000,0.33696
567,0.05631,0.08541,0.01184,0.12162,0.00000,0.33302
568,0.05492,0.08022,0.01249,0.12233,0.00000,0.31854
569,0.04826,0.06172,0.00882,0.09390,0.00000,0.32885
570,0.04248,0.04549,0.00314,0.07193,0.00000,0.33822
571,0.04135,0.04994,0.00798,0.06841,0.00000,0.35317
572,0.04050,0.06015,0.00175,0.06416,0.00000,0.37893
573,0.04049,0.06014,0.00092,0.06356,0.00000,0.37842
574,0.04070,0.06070,0.00077,0.06335,0.00000,0.37909
575,0.04370,0.06851,0.00763,0.06385,0.00000,0.41775
576,0.04355,0.06817,0.00102,0.06340,0.00000,0.41497
577,0.04359,0.06861,0.00227,0.06372,0.00000,0.41539
578,0.04283,0.06628,0.00521,0.06181,0.00000,0.41403
579,0.04271,0.06533,0.00410,0.05986,0.00000,0.41600
580,0.04144,0.06285,0.00752,0.06256,0.00000,0.39321
581,0.04071,0.06082,0.00195,0.06383,0.00000,0.37780
582,0.03984,0.05928,0.00118,0.06426,0.00000,0.37958
583,0.04000,0.05959,0.00111,0.06402,0.00000,0.37784
584,0.04019,0.06000,0.00070,0.06382,0.00000,0.37768
585,0.04016,0.06018,0.00181,0.06411,0.00000,0.37793
586,0.04280,0.06687,0.00803,0.06438,0.00000,0.41061
587,0.04360,0.06866,0.00079,0.06487,0.00000,0.41553
588,0.04350,0.06830,0.00085,0.06461,0.00000,0.41461
589,0.04334,0.06781,0.00114,0.06399,0.00000,0.41337
590,0.04034,0.06025,0.00590,0.05823,0.00000,0.40535
591,0.03087,0.03391,0.00158,0.04047,0.00000,0.37520
592,0.03235,0.03636,0.00084,0.04282,0.00000,0.37963
593,0.14143,0.12413,0.03907,0.17814,0.00000,0.25655
594,0.17901,0.14840,0.02884,0.24672,0.00000,0.22826
595,0.18390,0.15351,0.03009,0.25687,0.00000,0.23251
596,0.18695,0.16539,0.03152,0.24140,0.00000,0.23604
597,0.20195,0.18154,0.03157,0.23466,0.00000,0.23084
598,0.21046,0.18491,0.02580,0.23091,0.00000,0.23845
599,0.20767,0.18782,0.03017,0.21747,0.00000,0.24391
600,0.21229,0.19238,0.03083,0.22387,0.00000,0.24494
601,0.20830,0.18737,0.02553,0.22447,0.00000,0.25028
602,0.20601,0.18797,0.02505,0.21982,0.00000,0.25560
603,0.20839,0.18961,0.01958,0.21081,0.00000,0.26184
604,0.21367,0.19347,0.01360,0.21332,0.00000,0.26679
605,0.21805,0.19464,0.01230,0.21508,0.00000,0.26858
606,0.21091,0.19481,0.01385,0.21237,0.00000,0.26699
607,0.21106,0.19540,0.00662,0.21208,0.00000,0.26417
608,0.21189,0.19566,0.00477,0.21153,0.00000,0.26476
609,0.21907,0.19603,0.00650,0.21049,0.00000,0.26330
610,0.21689,0.19636,0.00616,0.21189,0.00000,0.26597
611,0.21967,0.19680,0.00758,0.21294,0.00000,0.26655
612,0.22123,0.19854,0.00492,0.21601,0.00000,0.26212
613,0.21943,0.19668,0.00637,0.21665,0.00000,0.25840
614,0.13754,0.12862,0.03256,0.13550,0.00000,0.32380
615,0.06039,0.06668,0.00098,0.05646,0.00000,0.39388
616,0.05988,0.06626,0.00122,0.05495,0.00000,0.39436
617,0.05940,0.06593,0.00164,0.05324,0.00000,0.39435
618,0.06074,0.06725,0.00291,0.05888,0.00000,0.39614
619,0.06156,0.06738,0.00271,0.06194,0.00000,0.39444
620,0.06163,0.06729,0.00230,0.06128,0.00000,0.39124
621,0.06079,0.06662,0.00111,0.05715,0.00000,0.39420
622,0.04045,0.04861,0.00845,0.05179,0.00000,0.35503
623,0.03044,0.03949,0.00100,0.04938,0.00000,0.33742
624,0.03046,0.03952,0.00099,0.04944,0.00000,0.33861
625,0.03049,0.03954,0.00109,0.04930,0.00000,0.33689
626,0.03045,0.03951,0.00098,0.04940,0.00000,0.33601
627,0.03046,0.03950,0.00094,0.04939,0.00000,0.33826
628,0.03783,0.06398,0.00869,0.06166,0.00000,0.39041
629,0.04324,0.08143,0.01024,0.07098,0.00000,0.43134
630,0.03923,0.07332,0.00953,0.06135,0.00000,0.43976
631,0.02786,0.02678,0.00593,0.03290,0.00000,0.42461
632,0.02797,0.02311,0.00511,0.02841,0.00000,0.41080
633,0.03071,0.02612,0.00540,0.03039,0.00000,0.39235
634,0.03341,0.02815,0.00552,0.03219,0.00000,0.38049
635,0.03474,0.02926,0.00495,0.03385,0.00000,0.37869
636,0.03568,0.02961,0.00421,0.03491,0.00000,0.38046
637,0.03710,0.03054,0.00315,0.03697,0.00000,0.37924
638,0.03901,0.03182,0.00357,0.03897,0.00000,0.36878
639,0.04139,0.03259,0.00525,0.03995,0.00000,0.36014
640,0.04736,0.03445,0.00652,0.04474,0.00000,0.32387
641,0.05038,0.03629,0.00573,0.05106,0.00000,0.31601
642,0.04997,0.03721,0.00749,0.05415,0.00000,0.33605
643,0.04615,0.03520,0.00877,0.05387,0.00000,0.37478
644,0.04141,0.03287,0.01008,0.05023,0.00000,0.40505
645,0.03869,0.03449,0.00762,0.05404,0.00000,0.37883
646,0.03415,0.03422,0.01134,0.04640,0.00000,0.42974
647,0.03410,0.03804,0.01006,0.04381,0.00000,0.45486
648,0.03520,0.03426,0.01471,0.05231,0.00000,0.43088
649,0.03524,0.03197,0.01318,0.05239,0.00000,0.44257
650,0.03613,0.03202,0.01030,0.05847,0.00000,0.50702
651,0.03649,0.03132,0.01077,0.05841,0.00000,0.48305
652,0.03611,0.03358,0.01141,0.06130,0.00000,0.49687
653,0.03771,0.03447,0.01447,0.06001,0.00000,0.49826
654,0.04392,0.03851,0.00559,0.06436,0.00000,0.41516
655,0.04122,0.03627,0.00718,0.05881,0.00000,0.42695
656,0.04205,0.03603,0.01235,0.06621,0.00000,0.42269
657,0.04314,0.03862,0.01248,0.06337,0.00000,0.44981
658,0.04614,0.04661,0.01314,0.06222,0.00000,0.42364
659,0.04689,0.04873,0.01182,0.06331,0.00000,0.41955
660,0.04806,0.04551,0.01353,0.06343,0.00000,0.38866
661,0.04943,0.04192,0.00981,0.05701,0.00000,0.36301
662,0.05043,0.04403,0.00746,0.05845,0.00000,0.36123
663,0.05169,0.04588,0.01323,0.05893,0.00000,0.35824
664,0.05159,0.04734,0.00772,0.05610,0.00000,0.35286
665,0.05297,0.05290,0.00896,0.05580,0.00000,0.34443
666,0.05751,0.06106,0.00611,0.06163,0.00000,0.32214
667,0.06540,0.07353,0.00921,0.07568,0.00000,0.29746
668,0.08456,0.10928,0.03101,0.12035,0.00000,0.29092
669,0.08223,0.11316,0.03509,0.13867,0.00000,0.28319
670,0.07627,0.09772,0.03024,0.13050,0.00000,0.27400
671,0.07611,0.10496,0.03028,0.11014,0.00000,0.22864
672,0.07949,0.11706,0.00825,0.10967,0.00000,0.16917
673,0.08038,0.11824,0.00600,0.11141,0.00000,0.16992
674,0.07740,0.10389,0.01938,0.12348,0.00000,0.25394
675,0.07469,0.09450,0.00304,0.12608,0.00000,0.29822
676,0.07308,0.09235,0.00398,0.12145,0.00000,0.30426
677,0.07152,0.09110,0.00389,0.11634,0.00000,0.31117
678,0.07111,0.09018,0.00232,0.11366,0.00000,0.31173
679,0.07078,0.08961,0.00173,0.11246,0.00000,0.31269
680,0.07090,0.08976,0.00275,0.11269,0.00000,0.31028
681,0.07082,0.09028,0.00637,0.11307,0.00000,0.31307
682,0.07039,0.09017,0.00152,0.11302,0.00000,0.31655
683,0.07022,0.08992,0.00224,0.11296,0.00000,0.31769
684,0.07105,0.09357,0.01458,0.11717,0.00000,0.32474
685,0.07274,0.08969,0.03340,0.10419,0.00000,0.32407
686,0.05284,0.04495,0.01025,0.06587,0.00000,0.37793
687,0.05284,0.04487,0.00350,0.06530,0.00000,0.37369
688,0.05292,0.04515,0.00282,0.06487,0.00000,0.37023
689,0.05604,0.05736,0.01665,0.07873,0.00000,0.33362
690,0.06698,0.07611,0.02490,0.12220,0.00000,0.33421
691,0.06842,0.08114,0.02560,0.11865,0.00000,0.33473
692,0.06736,0.07425,0.02208,0.11859,0.00000,0.33072
693,0.06225,0.05766,0.02196,0.11498,0.00000,0.22483
694,0.06117,0.05878,0.01199,0.11347,0.00000,0.23383
695,0.06762,0.06701,0.01707,0.12386,0.00000,0.25175
696,0.07267,0.07968,0.00854,0.13398,0.00000,0.32706
697,0.07148,0.07737,0.00729,0.13261,0.00000,0.32238
698,0.07416,0.07586,0.04082,0.10352,0.00000,0.29384
699,0.05381,0.07158,0.01859,0.10323,0.00000,0.38537
700,0.06328,0.08196,0.02025,0.12323,0.00000,0.36397
701,0.06995,0.07492,0.02040,0.10536,0.00000,0.25245
702,0.05731,0.06141,0.00859,0.08747,0.00000,0.26351
703,0.05117,0.06232,0.01113,0.09013,0.00000,0.31012
704,0.04929,0.08623,0.00063,0.08491,0.00000,0.47600
705,0.04724,0.08436,0.00739,0.08329,0.00000,0.44498
706,0.03367,0.04410,0.01347,0.05377,0.00000,0.38809
707,0.03766,0.06569,0.01012,0.07848,0.00000,0.37554
708,0.04752,0.06755,0.00928,0.07054,0.00000,0.54169
709,0.04961,0.06288,0.00072,0.06236,0.00000,0.60397
710,0.04961,0.06259,0.00106,0.06218,0.00000,0.60335
711,0.04973,0.06264,0.00118,0.06243,0.00000,0.60323
712,0.04966,0.06222,0.00094,0.06211,0.00000,0.60498
713,0.04954,0.06153,0.00072,0.06170,0.00000,0.60545
714,0.04950,0.06149,0.00076,0.06174,0.00000,0.60397
715,0.04951,0.06143,0.00074,0.06168,0.00000,0.60391
716,0.04583,0.06531,0.00645,0.07021,0.00000,0.51621
717,0.04082,0.06985,0.00113,0.08070,0.00000,0.39789
718,0.04095,0.06957,0.00164,0.08142,0.00000,0.40151
719,0.04096,0.07008,0.00206,0.08148,0.00000,0.40281
720,0.04090,0.07213,0.00446,0.08053,0.00000,0.40498
721,0.04216,0.07589,0.00136,0.08265,0.00000,0.41627
722,0.04184,0.07526,0.00166,0.08314,0.00000,0.41566
723,0.04150,0.07492,0.00111,0.08401,0.00000,0.41076
724,0.04226,0.07644,0.00221,0.08427,0.00000,0.41441
725,0.04566,0.08858,0.00341,0.09125,0.00000,0.41618
726,0.04418,0.08198,0.00270,0.08789,0.00000,0.41526
727,0.04213,0.07586,0.00990,0.07943,0.00000,0.39310
728,0.05383,0.09654,0.00727,0.09870,0.00000,0.45786
729,0.04832,0.08765,0.01238,0.07714,0.00000,0.46643
730,0.03151,0.03041,0.00554,0.03593,0.00000,0.44550
731,0.03848,0.06436,0.00860,0.06429,0.00000,0.43287
732,0.04477,0.08748,0.00820,0.07988,0.00000,0.43273
733,0.04740,0.09153,0.00876,0.09724,0.00000,0.43531
734,0.04456,0.07213,0.00936,0.07117,0.00000,0.44270
735,0.04172,0.05310,0.00185,0.04838,0.00000,0.44816
736,0.04181,0.05331,0.00145,0.04795,0.00000,0.45040
737,0.04200,0.05405,0.00136,0.04692,0.00000,0.45593
738,0.04167,0.04464,0.00897,0.03866,0.00000,0.54990
739,0.04456,0.05212,0.01573,0.04824,0.00000,0.55279
740,0.04385,0.05143,0.00661,0.05469,0.00000,0.54842
741,0.04161,0.04782,0.00337,0.04813,0.00000,0.55562
742,0.04237,0.04940,0.00333,0.05084,0.00000,0.54886
743,0.04239,0.05340,0.00713,0.05242,0.00000,0.53584
744,0.04127,0.05917,0.00086,0.05107,0.00000,0.50786
745,0.04116,0.05905,0.00042,0.05091,0.00000,0.50888
746,0.04131,0.05913,0.00056,0.05111,0.00000,0.50680
747,0.04132,0.05911,0.00044,0.05133,0.00000,0.50703
748,0.04075,0.04964,0.00746,0.04855,0.00000,0.54134
749,0.03896,0.04120,0.00633,0.04168,0.00000,0.55598
750,0.04119,0.04142,0.00865,0.04914,0.00000,0.54489
751,0.04777,0.05384,0.00714,0.06300,0.00000,0.53986
752,0.04830,0.05552,0.00834,0.06295,0.00000,0.55390
753,0.04456,0.05340,0.01154,0.05478,0.00000,0.54807
754,0.03947,0.05711,0.00064,0.05069,0.00000,0.46764
755,0.03947,0.05715,0.00058,0.05065,0.00000,0.46800
756,0.03940,0.05707,0.00050,0.05072,0.00000,0.46781
757,0.04117,0.05376,0.00634,0.05249,0.00000,0.50790
758,0.04280,0.04999,0.00100,0.05383,0.00000,0.54668
759,0.04267,0.04969,0.00090,0.05347,0.00000,0.54669
760,0.04113,0.05421,0.00547,0.05230,0.00000,0.50388
761,0.04003,0.05754,0.00044,0.05173,0.00000,0.46998
762,0.03997,0.05744,0.00064,0.05164,0.00000,0.46959
763,0.03993,0.05736,0.00076,0.05182,0.00000,0.47236
764,0.03994,0.05734,0.00050,0.05179,0.00000,0.47200
765,0.03998,0.05744,0.00088,0.05166,0.00000,0.47106
766,0.03987,0.05747,0.00071,0.05145,0.00000,0.47113
767,0.03993,0.05748,0.00052,0.05163,0.00000,0.47092
768,0.04044,0.05480,0.00531,0.05132,0.00000,0.49413
769,0.04170,0.04830,0.00039,0.05037,0.00000,0.54884
770,0.04163,0.04818,0.00040,0.05029,0.00000,0.54932
771,0.04166,0.04812,0.00055,0.05017,0.00000,0.54847
772,0.04153,0.04792,0.00056,0.04969,0.00000,0.54962
773,0.04150,0.04798,0.00047,0.04960,0.00000,0.54997
774,0.04151,0.04794,0.00032,0.04955,0.00000,0.55008
775,0.03934,0.05677,0.00606,0.05063,0.00000,0.46916
776,0.03936,0.05677,0.00039,0.05055,0.00000,0.46840
777,0.03953,0.05663,0.00225,0.05072,0.00000,0.47064
778,0.04818,0.05988,0.00722,0.05659,0.00000,0.46953
779,0.04999,0.06110,0.00080,0.05799,0.00000,0.46851
780,0.05010,0.06132,0.00068,0.05815,0.00000,0.46886
781,0.05006,0.06127,0.00080,0.05815,0.00000,0.46819
782,0.05019,0.06142,0.00059,0.05803,0.00000,0.46832
783,0.05029,0.06145,0.00074,0.05809,0.00000,0.46970
784,0.05024,0.06156,0.00109,0.05812,0.00000,0.47008
785,0.05049,0.06197,0.00161,0.05922,0.00000,0.47127
786,0.05026,0.06184,0.00090,0.05899,0.00000,0.47241
787,0.05031,0.06196,0.00086,0.05856,0.00000,0.47227
788,0.05022,0.06191,0.00078,0.05829,0.00000,0.47127
789,0.05028,0.06199,0.00072,0.05831,0.00000,0.47174
790,0.05036,0.06205,0.00127,0.05845,0.00000,0.47200
791,0.05056,0.06244,0.00118,0.05875,0.00000,0.47229
792,0.04545,0.05717,0.00553,0.05452,0.00000,0.48773
793,0.03838,0.04993,0.00054,0.04802,0.00000,0.50601
794,0.03829,0.04970,0.00067,0.04804,0.00000,0.50602
795,0.03820,0.04935,0.00089,0.04794,0.00000,0.50761
796,0.03832,0.04966,0.00070,0.04790,0.00000,0.50777
797,0.03840,0.04995,0.00064,0.04781,0.00000,0.50826
798,0.03825,0.04965,0.00050,0.04786,0.00000,0.50881
799,0.04406,0.05397,0.00602,0.05237,0.00000,0.49611
800,0.05000,0.05839,0.00049,0.05676,0.00000,0.48189
801,0.05008,0.05852,0.00058,0.05669,0.00000,0.48172
802,0.05030,0.05881,0.00089,0.05698,0.00000,0.48304
803,0.05293,0.06926,0.00674,0.05585,0.00000,0.50642
804,0.05446,0.07463,0.00101,0.05555,0.00000,0.51559
805,0.05459,0.07439,0.00190,0.05626,0.00000,0.51471
806,0.05515,0.07418,0.00191,0.05601,0.00000,0.51677
807,0.05482,0.07338,0.00137,0.05584,0.00000,0.51533
808,0.05448,0.07272,0.00103,0.05519,0.00000,0.51527
809,0.05266,0.06756,0.00630,0.05574,0.00000,0.50573
810,0.04962,0.05800,0.00070,0.05644,0.00000,0.47792
811,0.04972,0.05812,0.00113,0.05662,0.00000,0.47835
812,0.05007,0.05883,0.00097,0.05668,0.00000,0.47752
813,0.05093,0.06153,0.00645,0.05641,0.00000,0.48367
814,0.05501,0.07446,0.00119,0.05660,0.00000,0.51204
815,0.05504,0.07441,0.00138,0.05648,0.00000,0.51126
816,0.05510,0.07454,0.00105,0.05624,0.00000,0.51066
817,0.05525,0.07483,0.00069,0.05649,0.00000,0.51097
818,0.04546,0.05342,0.00781,0.05428,0.00000,0.55075
819,0.04365,0.04932,0.00067,0.05405,0.00000,0.55763
820,0.04363,0.04924,0.00060,0.05429,0.00000,0.55755
821,0.04371,0.04936,0.00044,0.05409,0.00000,0.55874
822,0.05513,0.07331,0.00881,0.05734,0.00000,0.51505
823,0.05516,0.07349,0.00142,0.05786,0.00000,0.51561
824,0.05522,0.07348,0.00180,0.05768,0.00000,0.51879
825,0.05299,0.06885,0.00818,0.05701,0.00000,0.52574
826,0.04288,0.04773,0.00048,0.05448,0.00000,0.55652
827,0.04285,0.04765,0.00045,0.05453,0.00000,0.55692
828,0.04277,0.04747,0.00071,0.05439,0.00000,0.55691
829,0.04260,0.04724,0.00038,0.05402,0.00000,0.55736
830,0.04261,0.04715,0.00060,0.05427,0.00000,0.55832
831,0.04679,0.05594,0.00759,0.05541,0.00000,0.54540
832,0.05505,0.07324,0.00080,0.05794,0.00000,0.51751
833,0.05504,0.07331,0.00064,0.05782,0.00000,0.51683
834,0.05519,0.07353,0.00065,0.05792,0.00000,0.51689
835,0.04473,0.05154,0.00732,0.05490,0.00000,0.55148
836,0.04272,0.04721,0.00047,0.05451,0.00000,0.55804
837,0.04388,0.04529,0.00129,0.05301,0.00000,0.56168
838,0.04825,0.04106,0.00172,0.05068,0.00000,0.54393
839,0.05226,0.04038,0.00177,0.04977,0.00000,0.52173
840,0.05714,0.04472,0.00186,0.04958,0.00000,0.49247
841,0.06140,0.05099,0.00118,0.05273,0.00000,0.46618
842,0.06183,0.05137,0.00120,0.05331,0.00000,0.46379
843,0.06224,0.05127,0.00096,0.05404,0.00000,0.46210
844,0.06179,0.05350,0.00781,0.07465,0.00000,0.41172
845,0.05982,0.05613,0.00622,0.10058,0.00000,0.36716
846,0.05963,0.05636,0.00668,0.10335,0.00000,0.37660
847,0.05994,0.05703,0.00729,0.10411,0.00000,0.37659
848,0.05987,0.05763,0.00615,0.10515,0.00000,0.38441
849,0.05838,0.05680,0.00618,0.10527,0.00000,0.39271
850,0.06050,0.05152,0.00730,0.06134,0.00000,0.45922
851,0.06111,0.05082,0.00106,0.05250,0.00000,0.47138
852,0.06185,0.05288,0.00104,0.05296,0.00000,0.47005
853,0.06163,0.05270,0.00079,0.05258,0.00000,0.47304
854,0.06175,0.05284,0.00068,0.05297,0.00000,0.47234
855,0.06179,0.05295,0.00064,0.05319,0.00000,0.47168
856,0.06176,0.05284,0.00083,0.05343,0.00000,0.46957
857,0.06396,0.05472,0.00140,0.05999,0.00000,0.45064
858,0.05876,0.08158,0.01422,0.09109,0.00000,0.25651
859,0.05883,0.08037,0.00277,0.08814,0.00000,0.26009
860,0.05572,0.07716,0.00224,0.08956,0.00000,0.25801
861,0.05288,0.07341,0.00218,0.08586,0.00000,0.25590
862,0.04673,0.06418,0.00125,0.07151,0.00000,0.24576
863,0.04657,0.06397,0.00057,0.07144,0.00000,0.24712
864,0.04590,0.05179,0.00595,0.05966,0.00000,0.24612
865,0.04627,0.05011,0.00100,0.05821,0.00000,0.24685
866,0.04639,0.04965,0.00257,0.05820,0.00000,0.24890
867,0.04612,0.04842,0.00252,0.05773,0.00000,0.25236
868,0.04583,0.04822,0.00123,0.05766,0.00000,0.25411
