sec,luminance,rms_contrast,motion,edges,cuts,saturation
431,0.34072,0.21420,0.06502,0.32084,1.00000,0.44862
432,0.35687,0.26244,0.06387,0.24726,0.00000,0.26388
433,0.32017,0.25183,0.06038,0.24576,0.00000,0.28628
434,0.39546,0.21978,0.09039,0.38282,1.00000,0.20053
435,0.39767,0.21544,0.06344,0.42065,0.00000,0.19054
436,0.34410,0.19693,0.07375,0.42973,0.00000,0.19714
437,0.34170,0.18412,0.11203,0.28940,1.00000,0.24271
438,0.47087,0.19676,0.10428,0.23560,2.00000,0.21435
439,0.65501,0.21874,0.04419,0.19479,0.00000,0.17224
440,0.59191,0.23649,0.06385,0.23983,0.00000,0.20433
441,0.38005,0.20414,0.11176,0.35803,1.00000,0.22071
442,0.35881,0.23903,0.07506,0.43101,0.00000,0.21361
443,0.36796,0.22756,0.06788,0.43564,0.00000,0.22048
444,0.40902,0.22610,0.08092,0.46515,0.00000,0.21864
445,0.22235,0.17919,0.12321,0.29600,1.00000,0.22113
446,0.21676,0.17114,0.06541,0.31761,0.00000,0.22520
447,0.19974,0.16139,0.05153,0.30178,0.00000,0.23414
448,0.22400,0.18346,0.06952,0.32410,0.00000,0.22326
449,0.23860,0.19472,0.04141,0.32665,0.00000,0.23045
450,0.26272,0.19605,0.08247,0.33897,0.00000,0.24618
451,0.26618,0.19779,0.07476,0.38474,0.00000,0.24695
452,0.33210,0.24823,0.10546,0.43049,0.00000,0.28917
453,0.30633,0.25200,0.07778,0.39533,0.00000,0.29715
454,0.30115,0.24968,0.06695,0.36576,0.00000,0.30696
455,0.35339,0.26476,0.06393,0.36846,0.00000,0.30705
456,0.36298,0.27125,0.06613,0.37057,0.00000,0.31431
457,0.30524,0.24296,0.09544,0.41736,0.00000,0.31795
458,0.28344,0.21542,0.10991,0.43498,0.00000,0.29631
459,0.30166,0.20464,0.11471,0.44780,0.00000,0.33505
460,0.29411,0.18451,0.10545,0.41849,0.00000,0.35438
461,0.29437,0.19182,0.11080,0.39694,0.00000,0.37924
462,0.38278,0.21426,0.01102,0.53883,0.00000,0.36778
463,0.38671,0.21406,0.00978,0.54129,0.00000,0.36780
464,0.36824,0.19328,0.04247,0.48361,0.00000,0.35097
465,0.39498,0.19158,0.18169,0.40541,0.00000,0.32294
466,0.33765,0.15059,0.13897,0.32649,0.00000,0.32516
467,0.30217,0.12381,0.07795,0.29189,0.00000,0.29469
468,0.35718,0.20542,0.16187,0.45764,0.00000,0.40680
469,0.43143,0.22078,0.19644,0.51611,0.00000,0.37848
470,0.49843,0.22006,0.20101,0.53650,0.00000,0.27861
471,0.44907,0.21896,0.19273,0.54810,0.00000,0.24720
472,0.48238,0.25843,0.24734,0.53689,0.00000,0.29905
473,0.37886,0.21738,0.09578,0.53266,0.00000,0.29125
474,0.38103,0.21002,0.03615,0.53344,0.00000,0.29587
475,0.38909,0.20870,0.04012,0.53150,0.00000,0.29925
476,0.39896,0.21022,0.05271,0.54285,0.00000,0.29775
477,0.41343,0.20960,0.05922,0.55148,0.00000,0.29880
478,0.41776,0.20114,0.08730,0.58753,0.00000,0.30096
479,0.21549,0.14190,0.11065,0.18224,1.00000,0.28396
480,0.25003,0.16115,0.15876,0.25016,3.00000,0.31654
481,0.16824,0.11974,0.04874,0.25057,0.00000,0.30098
482,0.44140,0.21985,0.12531,0.36422,1.00000,0.20666
483,0.35757,0.17956,0.12274,0.33627,1.00000,0.18528
484,0.43884,0.28543,0.21536,0.34066,1.00000,0.15901
485,0.29194,0.20739,0.15045,0.27416,1.00000,0.24194
486,0.16070,0.10781,0.03605,0.23770,0.00000,0.29754
487,0.16327,0.10934,0.01786,0.23678,0.00000,0.29886
488,0.49068,0.22864,0.12720,0.31142,1.00000,0.26870
489,0.40610,0.17475,0.14868,0.26740,1.00000,0.35885
490,0.28316,0.13072,0.09102,0.30760,0.00000,0.36556
491,0.33843,0.14016,0.11560,0.31060,0.00000,0.33087
492,0.42152,0.16618,0.19324,0.42979,0.00000,0.28233
493,0.42133,0.15103,0.14920,0.38965,0.00000,0.26615
494,0.36192,0.15599,0.13522,0.33704,0.00000,0.21012
495,0.40544,0.14686,0.13779,0.27627,1.00000,0.20800
496,0.34974,0.20405,0.12836,0.38393,0.00000,0.27861
497,0.39388,0.19218,0.17949,0.43656,0.00000,0.33523
498,0.38670,0.18294,0.10913,0.35650,0.00000,0.31938
499,0.40269,0.18315,0.14296,0.36611,1.00000,0.30124
500,0.35448,0.17567,0.12023,0.36479,0.00000,0.35668
501,0.35735,0.17901,0.06638,0.32406,0.00000,0.31652
502,0.36218,0.16397,0.09314,0.32704,1.00000,0.35661
503,0.45082,0.17605,0.11468,0.34456,1.00000,0.35469
504,0.47626,0.20488,0.01880,0.49601,0.00000,0.27844
505,0.47491,0.20502,0.01371,0.49705,0.00000,0.27750
506,0.34160,0.18893,0.11752,0.39665,1.00000,0.53262
507,0.32734,0.17690,0.03866,0.37474,0.00000,0.54615
508,0.32521,0.18024,0.02770,0.37786,0.00000,0.55246
509,0.31873,0.17664,0.02203,0.37941,0.00000,0.55943
510,0.39918,0.18967,0.05765,0.65580,1.00000,0.26032
511,0.40040,0.19156,0.03708,0.64833,0.00000,0.26121
512,0.40813,0.19458,0.03871,0.65758,0.00000,0.26022
513,0.41160,0.19425,0.02278,0.64370,0.00000,0.26410
514,0.41385,0.19467,0.01713,0.63999,0.00000,0.26456
515,0.41460,0.19492,0.01201,0.64201,0.00000,0.26494
516,0.41511,0.19445,0.01149,0.63626,0.00000,0.26456
517,0.41682,0.19543,0.01128,0.63846,0.00000,0.26344
518,0.45517,0.18693,0.07514,0.55298,0.00000,0.24881
519,0.45791,0.18379,0.02864,0.55483,0.00000,0.24902
520,0.45495,0.18439,0.03090,0.55037,0.00000,0.25139
521,0.41591,0.20151,0.14837,0.40220,1.00000,0.37134
522,0.47263,0.20881,0.07113,0.41786,0.00000,0.34417
523,0.48175,0.19326,0.07361,0.41069,0.00000,0.31943
524,0.47199,0.19073,0.08253,0.38007,0.00000,0.32927
525,0.46247,0.19862,0.08296,0.36952,0.00000,0.32610
526,0.45732,0.20080,0.10561,0.37457,0.00000,0.34530
527,0.33032,0.20862,0.10301,0.35628,1.00000,0.31472
528,0.10742,0.07327,0.02921,0.13216,0.00000,0.24686
529,0.08932,0.04189,0.00806,0.09303,0.00000,0.24742
530,0.21558,0.14000,0.03900,0.36086,0.00000,0.43555
531,0.26702,0.16456,0.03856,0.41787,0.00000,0.37934
532,0.26894,0.15509,0.02645,0.40128,0.00000,0.34964
533,0.26386,0.15466,0.04714,0.39445,0.00000,0.35259
534,0.25993,0.15169,0.05323,0.38902,0.00000,0.34283
535,0.25972,0.15292,0.02477,0.37906,0.00000,0.33871
536,0.25726,0.15576,0.02727,0.36976,0.00000,0.33803
537,0.27998,0.16196,0.05769,0.37069,1.00000,0.34009
538,0.42519,0.21720,0.04824,0.40288,0.00000,0.33968
539,0.44980,0.22119,0.06710,0.50607,1.00000,0.30389
540,0.45888,0.21538,0.02936,0.54563,0.00000,0.28576
541,0.45457,0.21270,0.05057,0.55647,0.00000,0.29092
542,0.45727,0.20944,0.05375,0.55159,0.00000,0.28686
543,0.28355,0.14727,0.06894,0.41111,1.00000,0.35771
544,0.25333,0.13551,0.01699,0.38542,0.00000,0.36748
545,0.25457,0.13575,0.02132,0.38175,0.00000,0.36534
546,0.25500,0.13574,0.03151,0.37999,0.00000,0.36255
547,0.25648,0.13687,0.01648,0.38295,0.00000,0.35999
548,0.25659,0.13691,0.02037,0.38508,0.00000,0.35532
549,0.25788,0.13783,0.01585,0.38793,0.00000,0.35055
550,0.25918,0.13908,0.01614,0.38775,0.00000,0.34863
551,0.26010,0.14022,0.01467,0.38734,0.00000,0.34021
552,0.25711,0.14164,0.03876,0.36515,1.00000,0.35125
553,0.26253,0.16725,0.03784,0.26807,0.00000,0.41678
554,0.26730,0.16776,0.02677,0.26811,0.00000,0.42031
555,0.26463,0.16745,0.01589,0.27049,0.00000,0.44088
556,0.28303,0.17347,0.05741,0.28924,1.00000,0.47024
557,0.35283,0.19814,0.01935,0.38536,0.00000,0.60029
558,0.36075,0.19939,0.04566,0.38370,0.00000,0.59531
559,0.35637,0.19224,0.04954,0.36955,0.00000,0.61073
560,0.36050,0.19434,0.03587,0.35270,0.00000,0.60977
561,0.34377,0.19788,0.03740,0.35011,0.00000,0.61716
562,0.33629,0.20155,0.02061,0.34641,0.00000,0.61677
563,0.33229,0.19976,0.01974,0.35043,0.00000,0.61458
564,0.32177,0.19408,0.04845,0.43827,1.00000,0.65019
565,0.31653,0.19210,0.01989,0.47512,0.00000,0.66954
566,0.31288,0.19156,0.02230,0.46913,0.00000,0.67387
567,0.30955,0.19272,0.02543,0.46166,0.00000,0.67599
568,0.30841,0.19721,0.03848,0.44120,0.00000,0.67234
569,0.31902,0.19903,0.04432,0.43389,0.00000,0.66092
570,0.33740,0.19905,0.06039,0.45322,0.00000,0.62788
571,0.26236,0.13090,0.15078,0.28438,1.00000,0.61351
572,0.21053,0.09716,0.08493,0.22265,0.00000,0.45767
573,0.22269,0.06690,0.05415,0.17509,0.00000,0.37508
574,0.21589,0.08241,0.05925,0.24063,1.00000,0.40231
575,0.25879,0.10879,0.04508,0.35645,0.00000,0.21270
576,0.26652,0.10511,0.03885,0.35097,0.00000,0.21482
577,0.27545,0.10594,0.04841,0.35904,0.00000,0.21378
578,0.27627,0.09563,0.04249,0.33356,0.00000,0.21056
579,0.28588,0.09085,0.04003,0.31275,0.00000,0.20326
580,0.30079,0.08494,0.03654,0.29416,0.00000,0.19483
581,0.30949,0.08483,0.03406,0.28623,0.00000,0.19118
582,0.29460,0.08332,0.03107,0.27287,0.00000,0.19904
583,0.31632,0.09766,0.03365,0.26465,0.00000,0.19384
584,0.32900,0.11578,0.03213,0.25653,0.00000,0.18479
585,0.32103,0.11820,0.02875,0.23697,0.00000,0.18625
586,0.31814,0.12044,0.02911,0.22992,0.00000,0.18182
587,0.31837,0.12310,0.03053,0.22856,0.00000,0.16854
